size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
10.3,oval,389,157.3,pink,sweet,dragon fruit
5.3,oval,50.5,21.4,orange,tangy,orange
4.5,oval,52.2,18.2,orange,tangy,orange
24,round,2803.3,157.3,green,sweet,watermelon
1,round,4.7,9.3,purple,sweet,grape
8.2,oval,194.6,70.5,green,sweet,pear
26.7,round,3111.9,153.4,green,sweet,watermelon
3.3,oval,20.8,58.7,red,sweet,strawberry
1,round,4.9,10.7,purple,sweet,grape
14.4,oval,1283.4,82.9,brown,tangy,pineapple
10.8,long,128.8,40.9,yellow,sweet,banana
5.5,round,159.6,83.7,red,sweet,apple
5.7,round,149.9,81,red,sweet,apple
4.1,round,47.4,71.5,purple,tangy,plum
3.1,oval,9.1,29.2,red,sweet,cherry
9.7,oval,247.1,118.7,yellow,sweet,mango
2.7,oval,10.9,29.3,red,sweet,cherry
3.2,oval,18.5,63.7,red,sweet,strawberry
3.2,oval,9.2,28.8,red,sweet,cherry
3.2,oval,9.5,32.5,red,sweet,cherry
5.2,oval,48.6,19.3,orange,tangy,orange
7.5,round,258.5,113.9,red,sweet,pomegranate
3.1,oval,10.1,29.6,red,sweet,cherry
6.3,round,182.7,62.1,green,sour,guava
4.7,oval,71.8,101.1,brown,tangy,kiwi
0.9,round,4.5,36.1,blue,sweet,blueberry
7.7,round,183.9,54.5,green,sour,guava
1.1,round,5.1,9.5,purple,sweet,grape
4.7,oval,53.1,19.5,orange,tangy,orange
2.2,round,15.3,48.3,pink,sweet,lychee
0.9,round,5.5,42.4,blue,sweet,blueberry
5,oval,54.1,21.8,orange,tangy,orange
2.8,oval,21.5,61.3,red,sweet,strawberry
6.4,round,147.3,72.8,red,sweet,apple
3,oval,20.2,63.8,red,sweet,strawberry
3.1,oval,20.7,62,red,sweet,strawberry
17.2,round,1080.7,96.6,brown,sweet,coconut
1.1,round,5.1,10.3,purple,sweet,grape
6.3,round,187,62.7,green,sour,guava
8.4,oval,255.7,109.2,yellow,sweet,mango
9.5,oval,398.4,157.9,pink,sweet,dragon fruit
2.1,round,14.8,52.7,pink,sweet,lychee
9.7,oval,421.8,163,pink,sweet,dragon fruit
1,round,4.7,9.6,purple,sweet,grape
4.1,round,53.7,63.8,purple,tangy,plum
5.7,round,164.8,78.9,red,sweet,apple
13.9,oval,1119,96.6,brown,tangy,pineapple
9.5,oval,251.9,113.2,yellow,sweet,mango
8.6,oval,182.2,76.3,green,sweet,pear
1,round,4.6,42.8,blue,sweet,blueberry
16.2,oval,1213.7,90,brown,tangy,pineapple
0.9,round,4.8,9.8,purple,sweet,grape
4.1,round,51.4,76.3,purple,tangy,plum
3.1,oval,10,31.5,red,sweet,cherry
5.3,oval,51.4,19.5,orange,tangy,orange
9.4,oval,246.3,124.9,yellow,sweet,mango
23.7,round,3038.5,147.7,green,sweet,watermelon
14.3,oval,1095.5,84.1,brown,tangy,pineapple
5.5,oval,49.9,18.6,orange,tangy,orange
7.2,round,278.6,90.8,green,sweet,custard apple
8.3,oval,171.4,70.4,green,sweet,pear
3.1,oval,9.6,31.6,red,sweet,cherry
19.8,oval,1363.8,77.2,orange,sweet,papaya
4.8,oval,50.6,21.1,orange,tangy,orange
3.1,oval,9.5,29.7,red,sweet,cherry
5.7,round,143,74.5,red,sweet,apple
9.5,oval,234.2,112.1,yellow,sweet,mango
2.8,oval,20.4,61,red,sweet,strawberry
15.8,oval,1207.2,94.5,brown,tangy,pineapple
8.6,oval,271.9,129.4,yellow,sweet,mango
1.9,round,15.4,52.7,pink,sweet,lychee
10.2,oval,428.1,143.2,pink,sweet,dragon fruit
9.5,oval,245.2,119.2,yellow,sweet,mango
1.8,round,14.4,45.6,pink,sweet,lychee
25.9,round,2892,141.2,green,sweet,watermelon
4.9,oval,78.6,98.1,brown,tangy,kiwi
9.4,long,113.9,42.3,yellow,sweet,banana
18.8,oval,1483.4,72,orange,sweet,papaya
3,oval,10.1,30.9,red,sweet,cherry
8.2,oval,171.3,68.2,green,sweet,pear
4.6,oval,79.6,109.2,brown,tangy,kiwi
2.8,oval,19.5,62.6,red,sweet,strawberry
1,round,5.5,11,purple,sweet,grape
3.7,round,53.2,76.6,purple,tangy,plum
9.8,long,109.6,37.1,yellow,sweet,banana
0.9,round,5.2,10.2,purple,sweet,grape
1,round,5,36.2,blue,sweet,blueberry
7.4,round,251.1,115,red,sweet,pomegranate
2.2,round,14.5,50.7,pink,sweet,lychee
9.8,oval,372.8,142.2,pink,sweet,dragon fruit
2.7,oval,19.5,57,red,sweet,strawberry
7.7,oval,184.6,76.1,green,sweet,pear
6.4,round,260.1,115,red,sweet,pomegranate
21.9,oval,1415,72.3,orange,sweet,papaya
9.3,oval,361.9,142,pink,sweet,dragon fruit
1.1,round,5.2,10.7,purple,sweet,grape
5.1,oval,46.6,19.2,orange,tangy,orange
3.2,oval,9,29.9,red,sweet,cherry
7.2,oval,195.2,74.6,green,sweet,pear
8.4,oval,172.6,75.9,green,sweet,pear
20.9,oval,1548,79.8,orange,sweet,papaya
5.2,oval,49.8,19.5,orange,tangy,orange
2.9,oval,9.3,31.6,red,sweet,cherry
8.1,oval,187.2,66.8,green,sweet,pear
6.9,round,235.1,123.2,red,sweet,pomegranate
2.1,round,13.9,54.5,pink,sweet,lychee
1,round,5.4,10.3,purple,sweet,grape
2.9,oval,9.1,30.7,red,sweet,cherry
9.4,oval,235.5,128.5,yellow,sweet,mango
15.6,oval,1248.6,87.3,brown,tangy,pineapple
4.8,oval,79.9,103.2,brown,tangy,kiwi
2.2,round,13.8,53.6,pink,sweet,lychee
4.3,round,53.2,65.4,purple,tangy,plum
7.6,round,271.7,129.4,red,sweet,pomegranate
2.7,oval,10.8,28.3,red,sweet,cherry
1.8,round,16.2,54.4,pink,sweet,lychee
4.9,oval,76,99.5,brown,tangy,kiwi
5.2,oval,74.8,93.7,brown,tangy,kiwi
6.1,round,160.8,77.5,red,sweet,apple
11,oval,376.2,149.9,pink,sweet,dragon fruit
2.9,oval,21.4,61.2,red,sweet,strawberry
5.9,round,135.7,85.5,red,sweet,apple
4.9,oval,47.2,20.4,orange,tangy,orange
2.9,oval,9.6,31.1,red,sweet,cherry
6.9,round,180,56,green,sour,guava
3.8,round,47.9,71.5,purple,tangy,plum
6.1,round,158.7,83.6,red,sweet,apple
15.4,oval,1230.9,81.3,brown,tangy,pineapple
1,round,4.5,36.1,blue,sweet,blueberry
1.9,round,16.4,49.1,pink,sweet,lychee
1,round,4.5,36.5,blue,sweet,blueberry
1,round,4.5,9.2,purple,sweet,grape
9.7,oval,385,152.2,pink,sweet,dragon fruit
7.3,round,280.1,98.3,green,sweet,custard apple
9.4,long,116.3,41.3,yellow,sweet,banana
7,round,185.5,61.2,green,sour,guava
8.5,oval,183.4,69.5,green,sweet,pear
17.3,round,1279,109.7,brown,sweet,coconut
4.8,oval,73.4,99.6,brown,tangy,kiwi
25.9,round,3114.5,159.3,green,sweet,watermelon
5.4,oval,79.1,96.1,brown,tangy,kiwi
21.6,oval,1522.3,86.3,orange,sweet,papaya
1.1,round,4.7,41.8,blue,sweet,blueberry
1.8,round,16.3,47.8,pink,sweet,lychee
8.6,oval,176.4,73.1,green,sweet,pear
5.8,round,135.4,77.5,red,sweet,apple
10.1,oval,365.7,150.1,pink,sweet,dragon fruit
8,round,305.4,94.9,green,sweet,custard apple
6.9,round,193.5,55,green,sour,guava
2.7,oval,20.8,58.2,red,sweet,strawberry
19.7,round,1135.5,95.3,brown,sweet,coconut
6,round,139.7,76.1,red,sweet,apple
3.2,oval,20.7,59.6,red,sweet,strawberry
2.7,oval,18.3,65.3,red,sweet,strawberry
10.2,long,115.9,40.6,yellow,sweet,banana
5,oval,68.7,98.2,brown,tangy,kiwi
14.7,oval,1262.2,91.1,brown,tangy,pineapple
7.6,oval,190.8,63,green,sweet,pear
17.8,round,1246.5,109.6,brown,sweet,coconut
8.7,oval,184.7,75.5,green,sweet,pear
3,oval,18.9,55,red,sweet,strawberry
20.6,oval,1353.7,88,orange,sweet,papaya
15.9,oval,1142.8,97.1,brown,tangy,pineapple
18.3,oval,1452.5,78.5,orange,sweet,papaya
24.3,round,2798.3,145.7,green,sweet,watermelon
9.4,oval,227.7,108.3,yellow,sweet,mango
20.1,oval,1389.9,72.4,orange,sweet,papaya
7.3,round,228.8,119.5,red,sweet,pomegranate
5.3,oval,53.3,18.7,orange,tangy,orange
0.9,round,5,10.9,purple,sweet,grape
15.2,oval,1165.3,85.5,brown,tangy,pineapple
10.1,long,131,41.8,yellow,sweet,banana
19.1,oval,1610.7,86.9,orange,sweet,papaya
1,round,5.2,43,blue,sweet,blueberry
18.5,oval,1641.9,82.8,orange,sweet,papaya
6.7,round,235.9,113.8,red,sweet,pomegranate
5.5,round,139.5,82.3,red,sweet,apple
2.8,oval,21.9,63.6,red,sweet,strawberry
10.2,long,121.6,40.5,yellow,sweet,banana
2,round,13.6,48.5,pink,sweet,lychee
1,round,5.4,36.3,blue,sweet,blueberry
2.7,oval,9.7,29.7,red,sweet,cherry
19.7,round,1193.3,97.1,brown,sweet,coconut
6.3,round,194.3,57.5,green,sour,guava
8.2,oval,252.6,131.7,yellow,sweet,mango
7.3,round,206.7,65.5,green,sour,guava
2,round,14.6,48.4,pink,sweet,lychee
22.9,round,2731.3,152.4,green,sweet,watermelon
6.4,round,206.8,65.2,green,sour,guava
1.9,round,16,50.7,pink,sweet,lychee
5.3,oval,49.5,20,orange,tangy,orange
6.7,round,199.2,61.9,green,sour,guava
8.4,round,313.9,97.4,green,sweet,custard apple
3.2,oval,20,56,red,sweet,strawberry
4.6,oval,73.7,103.4,brown,tangy,kiwi
5.1,oval,77.2,97.9,brown,tangy,kiwi
21.6,oval,1640,87.2,orange,sweet,papaya
9.6,oval,407.8,146.7,pink,sweet,dragon fruit
7.3,round,196.9,64.4,green,sour,guava
9,long,129.8,40.1,yellow,sweet,banana
8.5,oval,197.5,67.1,green,sweet,pear
5.5,oval,45.3,19.5,orange,tangy,orange
1,round,5.1,39.6,blue,sweet,blueberry
5,oval,77.9,102,brown,tangy,kiwi
10.8,oval,391.6,143.2,pink,sweet,dragon fruit
3.2,oval,18.1,60.7,red,sweet,strawberry
4.6,oval,48.8,19,orange,tangy,orange
21.9,oval,1437.3,72.1,orange,sweet,papaya
9.8,oval,370.1,149.4,pink,sweet,dragon fruit
19,oval,1591.6,78.8,orange,sweet,papaya
1.8,round,16.2,45.5,pink,sweet,lychee
3.7,round,49.9,72.7,purple,tangy,plum
5.3,oval,50.8,19.4,orange,tangy,orange
3.1,oval,19.2,62,red,sweet,strawberry
5.7,round,161.2,81.5,red,sweet,apple
4.7,oval,80.8,95.7,brown,tangy,kiwi
5.9,round,141.7,87.1,red,sweet,apple
1.9,round,15.1,52.6,pink,sweet,lychee
1.9,round,14,45.5,pink,sweet,lychee
22.9,round,2973.1,154.7,green,sweet,watermelon
2.1,round,15.2,52.1,pink,sweet,lychee
3.1,oval,9.2,28.2,red,sweet,cherry
6.9,round,194.5,61.3,green,sour,guava
18.6,round,1212.5,98.1,brown,sweet,coconut
10.1,oval,363.6,142.2,pink,sweet,dragon fruit
7.7,round,184.5,61,green,sour,guava
20.5,oval,1350.7,87.3,orange,sweet,papaya
0.9,round,5.3,10.6,purple,sweet,grape
8.8,oval,232.7,121.3,yellow,sweet,mango
10.1,long,128.2,41.1,yellow,sweet,banana
6.4,round,232.5,127.3,red,sweet,pomegranate
10.4,oval,420.3,164.1,pink,sweet,dragon fruit
3,oval,20.5,60.3,red,sweet,strawberry
7.1,round,250,126.2,red,sweet,pomegranate
5.1,oval,52.9,21.2,orange,tangy,orange
8.1,oval,189.3,69.3,green,sweet,pear
10,long,114.6,36.1,yellow,sweet,banana
5.2,oval,73.8,107.6,brown,tangy,kiwi
2.8,oval,9.2,29.5,red,sweet,cherry
8.7,round,312.5,89.9,green,sweet,custard apple
7.7,round,270.2,98.5,green,sweet,custard apple
8.5,oval,168.7,65.8,green,sweet,pear
15.9,oval,1082.6,98.8,brown,tangy,pineapple
24.6,round,2715,155.1,green,sweet,watermelon
1,round,5.2,42.3,blue,sweet,blueberry
9.5,oval,396,149,pink,sweet,dragon fruit
19.1,oval,1526.3,87.5,orange,sweet,papaya
1,round,5.3,42.2,blue,sweet,blueberry
16.7,round,1291,94.8,brown,sweet,coconut
6.4,round,262.9,109.7,red,sweet,pomegranate
3.1,oval,20.8,56,red,sweet,strawberry
6.8,round,199.8,57.6,green,sour,guava
1,round,5.4,9,purple,sweet,grape
10.8,oval,433.9,141,pink,sweet,dragon fruit
2.9,oval,10.8,28.9,red,sweet,cherry
2.2,round,14.1,53.9,pink,sweet,lychee
27.1,round,3234.8,144.6,green,sweet,watermelon
25.5,round,2950.5,138,green,sweet,watermelon
3,oval,20.7,57.3,red,sweet,strawberry
2.1,round,15.3,51.4,pink,sweet,lychee
8.4,oval,183.4,67.8,green,sweet,pear
14.5,oval,1175.2,89.4,brown,tangy,pineapple
18.7,round,1082,103,brown,sweet,coconut
8,oval,187.4,75.1,green,sweet,pear
8.6,round,276.3,84,green,sweet,custard apple
5.3,oval,54.4,19.2,orange,tangy,orange
16.4,round,1262.8,94.6,brown,sweet,coconut
0.9,round,5,42.8,blue,sweet,blueberry
0.9,round,4.8,10.1,purple,sweet,grape
7.2,oval,172,68.1,green,sweet,pear
2.1,round,15.8,52,pink,sweet,lychee
10.6,oval,438.6,146.7,pink,sweet,dragon fruit
3,oval,9.3,31.8,red,sweet,cherry
10.5,oval,431.7,135.9,pink,sweet,dragon fruit
1.1,round,5.5,10.4,purple,sweet,grape
1,round,4.6,9.8,purple,sweet,grape
2,round,15.7,52,pink,sweet,lychee
7.6,round,276.7,88.8,green,sweet,custard apple
3.1,oval,10.5,29.9,red,sweet,cherry
2.9,oval,18.9,61.7,red,sweet,strawberry
0.9,round,4.7,39.3,blue,sweet,blueberry
18.9,oval,1520.2,88,orange,sweet,papaya
1.1,round,5.4,9.3,purple,sweet,grape
14.5,oval,1217.1,97.1,brown,tangy,pineapple
8.7,oval,232,129.5,yellow,sweet,mango
1.8,round,14.2,52.2,pink,sweet,lychee
4.9,oval,80.8,96.5,brown,tangy,kiwi
1,round,5.2,43.5,blue,sweet,blueberry
3.8,round,45.8,66.5,purple,tangy,plum
3.9,round,47.2,70.4,purple,tangy,plum
10.5,long,125.1,41.5,yellow,sweet,banana
7.6,round,313.4,81.6,green,sweet,custard apple
16.7,round,1111.5,99.2,brown,sweet,coconut
4,round,45.9,75.3,purple,tangy,plum
21.3,oval,1427.4,82.4,orange,sweet,papaya
8.4,round,295.9,83.8,green,sweet,custard apple
1,round,5.5,41.7,blue,sweet,blueberry
10.7,oval,432.2,162.1,pink,sweet,dragon fruit
3.9,round,46.2,69.7,purple,tangy,plum
18.6,round,1105,103.7,brown,sweet,coconut
2,round,15.8,48.6,pink,sweet,lychee
9.1,oval,258.9,111.7,yellow,sweet,mango
24.3,round,2960.5,148,green,sweet,watermelon
21.1,oval,1564.7,75.8,orange,sweet,papaya
9.4,long,112.4,42.8,yellow,sweet,banana
5.4,oval,50.2,21.9,orange,tangy,orange
2.8,oval,10.9,27.7,red,sweet,cherry
25.2,round,2862.5,157.6,green,sweet,watermelon
3.1,oval,9.3,29.9,red,sweet,cherry
8.6,round,290,83.3,green,sweet,custard apple
3.3,oval,9.1,28,red,sweet,cherry
3.7,round,48.1,63.3,purple,tangy,plum
2.8,oval,18.2,55.7,red,sweet,strawberry
17.2,round,1103.3,90.6,brown,sweet,coconut
7,round,271.7,121,red,sweet,pomegranate
6.5,round,183,54.2,green,sour,guava
5.5,round,154.2,74.4,red,sweet,apple
21.3,oval,1396.2,77.7,orange,sweet,papaya
7.3,round,246.7,119.7,red,sweet,pomegranate
3.3,oval,19.3,61.1,red,sweet,strawberry
9.6,oval,243.1,108.8,yellow,sweet,mango
0.9,round,5.1,38.3,blue,sweet,blueberry
8.4,round,322.9,96.3,green,sweet,custard apple
2.9,oval,21.2,61.6,red,sweet,strawberry
4.8,oval,54.9,20.5,orange,tangy,orange
7.1,round,263,129.2,red,sweet,pomegranate
2.8,oval,18.5,56.1,red,sweet,strawberry
4.4,round,52.6,63.6,purple,tangy,plum
3.8,round,47,70.1,purple,tangy,plum
9.4,oval,243.4,121.4,yellow,sweet,mango
2.2,round,16.3,45.3,pink,sweet,lychee
8.6,oval,196.6,75.5,green,sweet,pear
15.7,oval,1210.7,91.3,brown,tangy,pineapple
10,oval,364.7,141,pink,sweet,dragon fruit
8.5,oval,166.4,74.7,green,sweet,pear
19.7,round,1276,96.5,brown,sweet,coconut
14.1,oval,1149.2,97.9,brown,tangy,pineapple
1,round,4.6,10.9,purple,sweet,grape
9.2,oval,230.3,122.4,yellow,sweet,mango
2,round,15.8,52.3,pink,sweet,lychee
6.7,round,214.2,63.6,green,sour,guava
14,oval,1081.9,88,brown,tangy,pineapple
8.7,round,300.2,92.7,green,sweet,custard apple
21.2,oval,1524.5,79.3,orange,sweet,papaya
22.5,round,3054,158.8,green,sweet,watermelon
10.4,oval,395.9,152.5,pink,sweet,dragon fruit
8.4,oval,183.8,75.8,green,sweet,pear
3.3,oval,19.3,58,red,sweet,strawberry
7.4,round,298.1,95.1,green,sweet,custard apple
1.8,round,13.9,50.2,pink,sweet,lychee
1,round,5.5,41,blue,sweet,blueberry
4.9,oval,76.4,98.5,brown,tangy,kiwi
16.3,round,1209.5,108,brown,sweet,coconut
13.7,oval,1178.7,92.5,brown,tangy,pineapple
5.5,oval,45.9,19.9,orange,tangy,orange
18.9,round,1272.3,107.8,brown,sweet,coconut
7.5,round,266.2,118.3,red,sweet,pomegranate
7,round,210,65.1,green,sour,guava
1.8,round,15.8,49.9,pink,sweet,lychee
4.8,oval,48.4,20,orange,tangy,orange
7.2,round,207.1,64.7,green,sour,guava
8.3,oval,166.5,64.6,green,sweet,pear
7.5,round,276.9,81.9,green,sweet,custard apple
6.9,round,180.9,60.8,green,sour,guava
14.6,oval,1219.3,84.8,brown,tangy,pineapple
19.1,round,1089.3,91.9,brown,sweet,coconut
2.8,oval,9.7,29.1,red,sweet,cherry
9.1,oval,260,123.2,yellow,sweet,mango
6.5,round,195,61,green,sour,guava
19.6,round,1083.9,109.6,brown,sweet,coconut
3.2,oval,9.8,27.7,red,sweet,cherry
1.9,round,15.6,54.3,pink,sweet,lychee
1.1,round,5.1,42,blue,sweet,blueberry
9.2,oval,260.4,118.8,yellow,sweet,mango
1,round,4.6,41.6,blue,sweet,blueberry
19.3,round,1233.5,104.8,brown,sweet,coconut
9.2,long,114.1,41.6,yellow,sweet,banana
24.9,round,2707.2,158.9,green,sweet,watermelon
4.8,oval,48,21.3,orange,tangy,orange
10.2,oval,434.5,154.6,pink,sweet,dragon fruit
17.9,round,1208.1,107.5,brown,sweet,coconut
18.9,oval,1596.8,83.4,orange,sweet,papaya
2.7,oval,21.9,56.9,red,sweet,strawberry
8.4,round,294.5,97.8,green,sweet,custard apple
19.3,oval,1642.9,77.5,orange,sweet,papaya
7.7,round,309.3,84.9,green,sweet,custard apple
10,long,117.8,38.5,yellow,sweet,banana
10.9,oval,374.7,161.3,pink,sweet,dragon fruit
3.3,oval,9.9,30.5,red,sweet,cherry
2,round,15.7,52.9,pink,sweet,lychee
6.2,round,164.1,79.7,red,sweet,apple
8.8,round,312.9,88.5,green,sweet,custard apple
8.4,round,302.4,95.3,green,sweet,custard apple
5.1,oval,76.2,108.1,brown,tangy,kiwi
19.3,round,1252.9,106,brown,sweet,coconut
17.2,round,1093.1,109.8,brown,sweet,coconut
13.9,oval,1311.7,84.3,brown,tangy,pineapple
10.9,long,127.8,36.8,yellow,sweet,banana
5.5,oval,68.3,104.4,brown,tangy,kiwi
25.7,round,2849.5,158.4,green,sweet,watermelon
23.5,round,2882.5,143.1,green,sweet,watermelon
7.3,oval,189.2,73.7,green,sweet,pear
23,round,3005.7,150.3,green,sweet,watermelon
16.4,oval,1201.4,94.8,brown,tangy,pineapple
10.7,long,120.9,37.6,yellow,sweet,banana
3,oval,10.9,31.5,red,sweet,cherry
3,oval,9.4,29.6,red,sweet,cherry
3.7,round,49.7,68.3,purple,tangy,plum
5.6,round,149.1,82.9,red,sweet,apple
5.3,oval,81.1,95.9,brown,tangy,kiwi
9.3,oval,236.3,109.9,yellow,sweet,mango
6.5,round,160.8,86.2,red,sweet,apple
8.8,oval,237.4,131.6,yellow,sweet,mango
10.9,long,115.1,37.6,yellow,sweet,banana
10.4,oval,405.5,160.2,pink,sweet,dragon fruit
9.8,oval,258.5,117.4,yellow,sweet,mango
7.6,round,321.2,88.7,green,sweet,custard apple
9,oval,235.7,124.3,yellow,sweet,mango
2.9,oval,21.7,56.1,red,sweet,strawberry
1.8,round,13.6,47.8,pink,sweet,lychee
8.3,round,314.8,85.1,green,sweet,custard apple
15.8,oval,1094.6,92.6,brown,tangy,pineapple
8.3,oval,268,118.2,yellow,sweet,mango
5.2,oval,54.9,18.7,orange,tangy,orange
2.8,oval,9.7,28.4,red,sweet,cherry
3.1,oval,9.8,30.3,red,sweet,cherry
8.2,round,299.2,86.4,green,sweet,custard apple
9.7,long,124.7,40,yellow,sweet,banana
8.8,round,309.1,93.5,green,sweet,custard apple
3.9,round,52.2,70.3,purple,tangy,plum
1.1,round,5.3,10.4,purple,sweet,grape
10.7,oval,430.1,159.9,pink,sweet,dragon fruit
1.1,round,5.2,36.4,blue,sweet,blueberry
3.9,round,48.8,76.2,purple,tangy,plum
5.2,oval,72.2,97.1,brown,tangy,kiwi
6.4,round,213.5,61.4,green,sour,guava
4.9,oval,82.4,95.8,brown,tangy,kiwi
2.1,round,14.8,45.5,pink,sweet,lychee
19,round,1265.8,91.9,brown,sweet,coconut
6.6,round,236.7,111.2,red,sweet,pomegranate
4.1,round,51.6,70.1,purple,tangy,plum
19.4,round,1299,94.8,brown,sweet,coconut
26.6,round,3142.9,154.4,green,sweet,watermelon
8.7,oval,168.8,76.1,green,sweet,pear
8.1,oval,173.3,76.9,green,sweet,pear
1,round,4.5,39.8,blue,sweet,blueberry
8.5,oval,195.6,63.6,green,sweet,pear
7.4,round,293.1,91.8,green,sweet,custard apple
6.5,round,150.7,87.7,red,sweet,apple
7.1,round,241.1,112.6,red,sweet,pomegranate
2.7,oval,10.6,27.3,red,sweet,cherry
4.9,oval,69.7,100.5,brown,tangy,kiwi
2,round,14.2,51.5,pink,sweet,lychee
22.9,round,2783,162.2,green,sweet,watermelon
9.6,long,126.7,41.5,yellow,sweet,banana
17.6,round,1121.9,106,brown,sweet,coconut
7.1,round,274.6,113,red,sweet,pomegranate
8.4,oval,241.2,120.9,yellow,sweet,mango
6.4,round,160.6,76.3,red,sweet,apple
7.4,round,232.5,111.8,red,sweet,pomegranate
1,round,5.4,9.1,purple,sweet,grape
1,round,5,41,blue,sweet,blueberry
8.4,round,310.4,88.3,green,sweet,custard apple
5.4,oval,74.3,97.5,brown,tangy,kiwi
1,round,4.9,10.6,purple,sweet,grape
5.5,round,143.2,79.3,red,sweet,apple
6.7,round,216.3,58.2,green,sour,guava
1.9,round,16.3,48,pink,sweet,lychee
2,round,16.3,46.9,pink,sweet,lychee
11,long,116.6,38.9,yellow,sweet,banana
25.9,round,3122.4,148.9,green,sweet,watermelon
3.1,oval,22,61.3,red,sweet,strawberry
9.7,oval,415.7,156.5,pink,sweet,dragon fruit
7.4,round,241.9,111.2,red,sweet,pomegranate
7.1,round,219.2,60,green,sour,guava
3.3,oval,18.4,59.3,red,sweet,strawberry
6.7,round,231.5,124.4,red,sweet,pomegranate
1,round,4.7,38.1,blue,sweet,blueberry
4.7,oval,82.3,100.8,brown,tangy,kiwi
9.4,oval,273.2,108.4,yellow,sweet,mango
15.4,oval,1141.5,93.8,brown,tangy,pineapple
19.6,oval,1567.2,83,orange,sweet,papaya
10.3,long,123.2,38.9,yellow,sweet,banana
2.7,oval,10.1,32,red,sweet,cherry
0.9,round,4.6,10.6,purple,sweet,grape
3.9,round,46,71.9,purple,tangy,plum
15.3,oval,1303.8,98.6,brown,tangy,pineapple
10.1,long,131.2,36.8,yellow,sweet,banana
26.6,round,2799.1,149.4,green,sweet,watermelon
8.3,oval,185.9,75.1,green,sweet,pear
15,oval,1120.4,87.5,brown,tangy,pineapple
9.4,oval,229.2,108.1,yellow,sweet,mango
6.1,round,155.7,85.6,red,sweet,apple
4.9,oval,47.8,19.1,orange,tangy,orange
5,oval,71.8,104.9,brown,tangy,kiwi
24.6,round,3206,139.9,green,sweet,watermelon
6,round,164.7,84,red,sweet,apple
10,long,121,43,yellow,sweet,banana
1,round,5,10.8,purple,sweet,grape
7.4,round,203.2,55.6,green,sour,guava
5.7,round,163.3,73.7,red,sweet,apple
2.8,oval,21.7,56.8,red,sweet,strawberry
18.1,oval,1451.5,77.5,orange,sweet,papaya
6.6,round,248.7,126.4,red,sweet,pomegranate
7.4,round,197,64.6,green,sour,guava
8.6,oval,166.9,71.9,green,sweet,pear
1,round,5.5,11,purple,sweet,grape
4.8,oval,49.3,20.2,orange,tangy,orange
0.9,round,5,10.6,purple,sweet,grape
3.3,oval,20.2,63,red,sweet,strawberry
17.1,round,1214,106.9,brown,sweet,coconut
4.2,round,50,75.8,purple,tangy,plum
6.7,round,192.8,63.6,green,sour,guava
20.2,oval,1501.2,87.9,orange,sweet,papaya
1.1,round,5.2,10,purple,sweet,grape
3.1,oval,10.6,30.1,red,sweet,cherry
17,round,1142.7,97.2,brown,sweet,coconut
1,round,5.2,39.7,blue,sweet,blueberry
8.3,round,320.1,91.9,green,sweet,custard apple
10.9,oval,402,149.7,pink,sweet,dragon fruit
18.8,round,1144.9,94.3,brown,sweet,coconut
1.1,round,4.8,40.6,blue,sweet,blueberry
9.1,long,129.1,37.1,yellow,sweet,banana
4.5,oval,73.3,93.2,brown,tangy,kiwi
3.2,oval,10.4,27.5,red,sweet,cherry
1,round,4.6,10.3,purple,sweet,grape
1.1,round,5.3,43.6,blue,sweet,blueberry
1,round,5.3,36.3,blue,sweet,blueberry
2.8,oval,21.2,63,red,sweet,strawberry
17.8,round,1297.3,102.6,brown,sweet,coconut
1,round,5,9.6,purple,sweet,grape
1.8,round,14.4,54.9,pink,sweet,lychee
3.3,oval,9.9,32.6,red,sweet,cherry
3.1,oval,18.6,57.7,red,sweet,strawberry
19.8,oval,1619.2,73,orange,sweet,papaya
26.8,round,2993.7,140,green,sweet,watermelon
1.1,round,5.1,10.8,purple,sweet,grape
10.8,oval,404.3,146.2,pink,sweet,dragon fruit
2.8,oval,10.9,31.3,red,sweet,cherry
9.4,oval,364.6,159.2,pink,sweet,dragon fruit
